Order ID,Production Start Date,Completion Date,Delays (days),Issues
O005045,2023-10-31,2023-11-06,0,Quality Issue
O005046,2023-07-09,2023-07-17,3,Material Shortage
O005047,2023-07-18,2023-07-22,0,None
O005048,2023-12-28,2024-01-03,4,None
O005049,2023-12-12,2023-12-18,1,Material Shortage
O005050,2023-10-30,2023-11-06,3,None
O005051,2023-03-01,2023-03-11,1,Machine Breakdown
O005052,2023-07-24,2023-07-27,1,Machine Breakdown
O005053,2023-03-24,2023-03-25,2,Machine Breakdown
O005054,2023-02-08,2023-02-16,1,Quality Issue
O005055,2023-10-26,2023-11-04,4,None
O005056,2023-04-08,2023-04-17,2,Quality Issue
O005057,2023-03-02,2023-03-06,4,Machine Breakdown
O005058,2023-01-25,2023-02-04,1,Machine Breakdown
O005059,2023-10-26,2023-10-30,3,None
O005060,2023-01-16,2023-01-18,2,Machine Breakdown
O005061,2023-05-23,2023-05-30,0,Material Shortage
O005062,2023-10-21,2023-10-25,0,None
O005063,2023-07-27,2023-08-06,2,Material Shortage
O005064,2023-06-28,2023-07-02,0,Material Shortage
O005065,2023-12-19,2023-12-21,3,None
O005066,2023-05-29,2023-06-06,1,None
O005067,2023-07-27,2023-07-31,2,None
O005068,2023-08-23,2023-08-28,3,Machine Breakdown
O005069,2023-04-24,2023-04-26,2,Quality Issue
O005070,2023-05-25,2023-05-31,2,Material Shortage
O005071,2023-12-10,2023-12-19,4,Material Shortage
O005072,2023-02-04,2023-02-09,2,Material Shortage
O005073,2023-10-07,2023-10-09,1,Material Shortage
O005074,2023-07-23,2023-08-02,3,Machine Breakdown
O005075,2023-09-16,2023-09-19,1,None
O005076,2023-11-06,2023-11-08,2,Quality Issue
O005077,2023-10-03,2023-10-12,0,Material Shortage
O005078,2023-05-22,2023-05-25,1,Material Shortage
O005079,2023-06-17,2023-06-27,1,None
O005080,2023-10-13,2023-10-17,4,Quality Issue
O005081,2023-01-17,2023-01-23,4,None
O005082,2023-06-29,2023-07-09,3,None
O005083,2023-08-16,2023-08-17,1,Quality Issue
O005084,2023-07-26,2023-08-02,4,Material Shortage
O005085,2023-10-27,2023-11-04,2,Quality Issue
O005086,2023-03-22,2023-03-30,4,None
O005087,2023-08-26,2023-08-28,4,Quality Issue
O005088,2023-10-15,2023-10-17,4,None
O005089,2023-08-12,2023-08-16,0,Material Shortage
O005090,2023-11-22,2023-11-27,0,Machine Breakdown
O005091,2023-09-06,2023-09-11,3,Material Shortage
O005092,2023-05-17,2023-05-22,3,Machine Breakdown
O005093,2023-10-10,2023-10-20,1,None
O005094,2023-12-30,2024-01-07,4,None
O005095,2023-06-15,2023-06-22,1,Quality Issue
O005096,2023-04-06,2023-04-08,3,Material Shortage
O005097,2023-01-18,2023-01-26,3,Quality Issue
O005098,2023-11-19,2023-11-28,1,Material Shortage
O005099,2023-07-19,2023-07-28,0,None
O005100,2023-03-12,2023-03-22,4,Material Shortage
O005101,2023-08-14,2023-08-24,1,Material Shortage
O005102,2023-07-07,2023-07-11,4,Material Shortage
O005103,2023-07-02,2023-07-11,1,Machine Breakdown
O005104,2023-08-23,2023-08-28,3,None
O005105,2023-01-20,2023-01-24,0,Quality Issue
O005106,2023-01-12,2023-01-13,2,Machine Breakdown
O005107,2023-08-10,2023-08-15,2,Quality Issue
O005108,2023-09-25,2023-10-03,0,Machine Breakdown
O005109,2023-04-19,2023-04-25,1,None
O005110,2023-03-16,2023-03-18,2,None
O005111,2023-03-13,2023-03-17,0,Quality Issue
O005112,2023-01-26,2023-02-05,1,None
O005113,2023-11-21,2023-11-29,2,Quality Issue
O005114,2023-09-06,2023-09-13,1,None
O005115,2023-07-21,2023-07-31,3,Machine Breakdown
O005116,2023-12-27,2024-01-01,0,Machine Breakdown
O005117,2023-05-08,2023-05-13,3,Machine Breakdown
O005118,2023-01-15,2023-01-20,0,Quality Issue
O005119,2023-05-15,2023-05-25,0,None
O005120,2023-06-08,2023-06-18,2,None
O005121,2023-03-19,2023-03-21,2,None
O005122,2023-11-23,2023-11-27,1,Machine Breakdown
O005123,2023-06-07,2023-06-13,2,None
O005124,2023-08-12,2023-08-22,4,Quality Issue
O005125,2023-07-22,2023-07-31,4,Quality Issue
O005126,2023-10-20,2023-10-23,1,Quality Issue
O005127,2023-11-10,2023-11-12,4,None
O005128,2023-10-28,2023-10-29,1,Quality Issue
O005129,2023-12-31,2024-01-01,3,Machine Breakdown
O005130,2023-11-22,2023-12-01,0,Machine Breakdown
O005131,2023-03-11,2023-03-14,2,None
O005132,2023-11-03,2023-11-04,3,Machine Breakdown
O005133,2023-01-17,2023-01-26,0,None
O005134,2023-11-14,2023-11-15,1,Quality Issue
O005135,2023-08-18,2023-08-20,2,Material Shortage
O005136,2024-01-01,2024-01-05,3,None
O005137,2023-10-19,2023-10-20,4,None
O005138,2023-04-28,2023-05-06,0,Quality Issue
O005139,2023-10-22,2023-10-26,3,Material Shortage
O005140,2023-02-22,2023-03-02,2,Quality Issue
O005141,2023-12-06,2023-12-08,2,Quality Issue
O005142,2023-06-18,2023-06-27,0,Quality Issue
O005143,2023-05-15,2023-05-18,3,None
O005144,2023-06-11,2023-06-17,2,Material Shortage
O005145,2023-11-19,2023-11-22,2,None
O005146,2023-03-14,2023-03-15,4,Machine Breakdown
O005147,2023-09-04,2023-09-09,2,Quality Issue
O005148,2023-09-25,2023-10-05,4,None
O005149,2023-03-05,2023-03-14,1,None
O005150,2023-05-10,2023-05-11,4,None
O005151,2023-03-12,2023-03-22,0,Machine Breakdown
O005152,2023-01-30,2023-02-06,1,None
O005153,2023-12-02,2023-12-04,0,Quality Issue
O005154,2023-02-27,2023-03-08,2,Material Shortage
O005155,2023-07-06,2023-07-09,0,Machine Breakdown
O005156,2023-09-09,2023-09-16,0,None
O005157,2023-06-17,2023-06-21,3,None
O005158,2023-01-31,2023-02-09,1,Quality Issue
O005159,2023-01-25,2023-02-02,0,None
O005160,2023-03-22,2023-03-26,3,Quality Issue
O005161,2023-07-26,2023-07-30,3,Machine Breakdown
O005162,2023-09-17,2023-09-24,4,Quality Issue
O005163,2023-05-27,2023-06-02,0,Quality Issue
O005164,2023-04-15,2023-04-21,2,None
O005165,2023-04-28,2023-05-06,1,None
O005166,2023-07-02,2023-07-03,1,Quality Issue
O005167,2023-08-13,2023-08-14,0,Quality Issue
O005168,2023-08-11,2023-08-17,2,Material Shortage
O005169,2023-12-05,2023-12-12,4,Material Shortage
O005170,2023-01-19,2023-01-29,0,Material Shortage
O005171,2023-08-09,2023-08-12,1,Quality Issue
O005172,2023-06-20,2023-06-28,4,Machine Breakdown
O005173,2023-11-20,2023-11-24,0,Machine Breakdown
O005174,2023-09-18,2023-09-22,3,Quality Issue
O005175,2023-05-03,2023-05-05,4,None
O005176,2023-11-11,2023-11-12,2,Material Shortage
O005177,2023-05-05,2023-05-10,0,Quality Issue
O005178,2023-05-11,2023-05-17,0,Material Shortage
O005179,2023-08-14,2023-08-16,2,Quality Issue
O005180,2023-01-05,2023-01-14,0,Material Shortage
O005181,2023-09-26,2023-10-01,4,Machine Breakdown
O005182,2023-08-16,2023-08-23,0,Quality Issue
O005183,2023-10-28,2023-11-02,4,Quality Issue
O005184,2023-03-20,2023-03-28,1,Material Shortage
O005185,2023-01-30,2023-02-06,4,Material Shortage
O005186,2023-07-28,2023-07-29,1,Material Shortage
O005187,2023-02-11,2023-02-20,0,Quality Issue
O005188,2023-05-22,2023-05-26,4,Quality Issue
O005189,2023-06-01,2023-06-06,4,Material Shortage
O005190,2023-11-11,2023-11-21,0,Machine Breakdown
O005191,2023-12-09,2023-12-14,2,None
O005192,2023-11-17,2023-11-19,0,Quality Issue
O005193,2023-06-16,2023-06-19,0,None
O005194,2023-12-22,2023-12-26,1,Material Shortage
O005195,2023-05-15,2023-05-22,2,Quality Issue
O005196,2023-07-01,2023-07-06,2,Material Shortage
O005197,2023-03-28,2023-04-01,0,None
O005198,2023-12-03,2023-12-08,4,Quality Issue
O005199,2023-01-18,2023-01-24,2,Quality Issue
O005200,2023-01-12,2023-01-18,4,Machine Breakdown
O005201,2023-11-10,2023-11-15,3,Quality Issue
O005202,2023-04-19,2023-04-27,0,Machine Breakdown
O005203,2023-06-21,2023-06-30,4,Material Shortage
O005204,2023-11-26,2023-11-29,0,Material Shortage
O005205,2023-03-18,2023-03-25,2,Quality Issue
O005206,2023-07-01,2023-07-02,2,Machine Breakdown
O005207,2023-03-30,2023-04-04,2,Machine Breakdown
O005208,2023-02-04,2023-02-11,3,Quality Issue
O005209,2023-03-14,2023-03-18,4,Material Shortage
O005210,2023-02-08,2023-02-14,3,None
O005211,2023-03-12,2023-03-13,4,None
O005212,2023-04-21,2023-04-28,0,Quality Issue
O005213,2023-09-03,2023-09-10,1,Machine Breakdown
O005214,2023-02-16,2023-02-17,3,Machine Breakdown
O005215,2023-04-12,2023-04-15,1,Quality Issue
O005216,2023-08-25,2023-08-29,4,Material Shortage
O005217,2023-08-24,2023-08-31,0,Machine Breakdown
O005218,2023-08-12,2023-08-18,3,Material Shortage
O005219,2023-10-13,2023-10-15,0,Material Shortage
O005220,2023-03-24,2023-04-01,0,Material Shortage
O005221,2023-01-16,2023-01-21,3,Quality Issue
O005222,2023-03-15,2023-03-16,2,Material Shortage
O005223,2023-04-08,2023-04-10,3,Machine Breakdown
O005224,2023-04-11,2023-04-15,1,None
O005225,2023-06-03,2023-06-12,4,None
O005226,2023-01-04,2023-01-14,1,Machine Breakdown
O005227,2023-03-20,2023-03-23,2,None
O005228,2023-12-15,2023-12-17,3,Quality Issue
O005229,2023-12-06,2023-12-08,3,Machine Breakdown
O005230,2023-06-23,2023-06-24,4,None
O005231,2023-04-27,2023-04-30,3,Machine Breakdown
O005232,2023-07-16,2023-07-24,3,None
O005233,2023-07-15,2023-07-20,2,Quality Issue
O005234,2023-08-29,2023-08-31,2,None
O005235,2023-08-28,2023-08-30,1,None
O005236,2023-12-30,2024-01-01,1,Machine Breakdown
O005237,2023-01-15,2023-01-25,3,None
O005238,2023-04-22,2023-05-01,1,Machine Breakdown
O005239,2023-04-11,2023-04-21,3,Material Shortage
O005240,2023-06-04,2023-06-10,1,Quality Issue
O005241,2023-11-17,2023-11-24,1,None
O005242,2023-03-01,2023-03-09,2,Quality Issue
O005243,2023-03-17,2023-03-20,2,Machine Breakdown
O005244,2023-06-26,2023-07-06,2,Machine Breakdown
O005245,2023-03-27,2023-04-06,3,None
O005246,2023-06-09,2023-06-11,1,Quality Issue
O005247,2023-09-15,2023-09-25,4,None
O005248,2023-11-21,2023-11-28,3,Material Shortage
O005249,2023-03-29,2023-04-02,0,Machine Breakdown
O005250,2023-06-27,2023-07-02,0,Machine Breakdown
O005251,2023-07-02,2023-07-12,0,Quality Issue
O005252,2023-12-04,2023-12-10,3,None
O005253,2023-12-23,2023-12-24,0,Material Shortage
O005254,2023-01-16,2023-01-18,0,Material Shortage
O005255,2023-12-30,2024-01-04,0,Machine Breakdown
O005256,2023-07-16,2023-07-25,3,None
O005257,2023-01-31,2023-02-07,3,Machine Breakdown
O005258,2023-02-25,2023-03-06,1,Quality Issue
O005259,2023-02-15,2023-02-25,4,Material Shortage
O005260,2023-01-29,2023-01-31,2,Material Shortage
O005261,2023-07-09,2023-07-18,3,None
O005262,2023-04-28,2023-05-04,2,Machine Breakdown
O005263,2023-11-23,2023-11-28,3,None
O005264,2023-08-26,2023-09-01,1,Machine Breakdown
O005265,2023-02-27,2023-03-08,1,Material Shortage
O005266,2023-05-27,2023-06-06,2,Quality Issue
O005267,2023-01-18,2023-01-21,0,None
O005268,2023-11-03,2023-11-13,0,Machine Breakdown
O005269,2023-08-19,2023-08-25,0,None
O005270,2023-05-12,2023-05-15,2,Machine Breakdown
O005271,2023-09-10,2023-09-15,3,Machine Breakdown
O005272,2023-06-17,2023-06-22,3,Quality Issue
O005273,2023-08-14,2023-08-23,4,Machine Breakdown
O005274,2023-04-07,2023-04-13,1,None
O005275,2023-05-18,2023-05-26,2,None
O005276,2023-05-22,2023-05-26,2,Quality Issue
O005277,2023-07-02,2023-07-11,4,None
O005278,2023-08-15,2023-08-20,2,Quality Issue
O005279,2023-08-06,2023-08-10,4,Quality Issue
O005280,2023-04-17,2023-04-18,4,Material Shortage
O005281,2023-04-30,2023-05-04,4,Material Shortage
O005282,2023-07-08,2023-07-16,4,Material Shortage
O005283,2023-12-22,2023-12-25,1,Machine Breakdown
O005284,2023-05-10,2023-05-15,1,Material Shortage
O005285,2023-07-20,2023-07-23,2,Machine Breakdown
O005286,2023-09-30,2023-10-10,4,Machine Breakdown
O005287,2023-02-24,2023-03-02,3,Machine Breakdown
O005288,2023-11-21,2023-11-23,3,Quality Issue
O005289,2023-02-24,2023-02-25,0,Quality Issue
O005290,2023-05-17,2023-05-21,1,None
O005291,2023-06-07,2023-06-11,0,Material Shortage
O005292,2023-11-10,2023-11-17,2,None
O005293,2023-05-12,2023-05-17,0,Material Shortage
O005294,2023-05-29,2023-06-06,1,Material Shortage
O005295,2023-08-07,2023-08-14,1,Quality Issue
O005296,2023-09-28,2023-10-03,2,None
O005297,2023-06-22,2023-07-02,3,None
O005298,2023-07-28,2023-08-01,3,Material Shortage
O005299,2023-04-24,2023-04-26,1,None
O005300,2023-01-17,2023-01-27,3,Material Shortage
O005301,2023-09-30,2023-10-04,1,Machine Breakdown
O005302,2023-11-08,2023-11-18,0,Material Shortage
O005303,2023-07-16,2023-07-19,3,Machine Breakdown
O005304,2023-01-26,2023-02-04,4,None
O005305,2023-10-10,2023-10-18,2,Material Shortage
O005306,2023-03-09,2023-03-11,1,Quality Issue
O005307,2023-06-17,2023-06-22,2,None
O005308,2023-03-14,2023-03-16,0,None
O005309,2023-01-29,2023-02-04,3,Machine Breakdown
O005310,2023-06-14,2023-06-19,3,Machine Breakdown
O005311,2023-07-19,2023-07-29,3,None
O005312,2023-08-26,2023-09-03,1,Material Shortage
O005313,2023-05-29,2023-06-02,0,None
O005314,2023-05-22,2023-05-26,1,None
O005315,2023-03-30,2023-04-07,0,None
O005316,2023-12-05,2023-12-09,4,None
O005317,2023-12-27,2023-12-29,1,Material Shortage
O005318,2023-04-05,2023-04-09,3,Machine Breakdown
O005319,2023-02-05,2023-02-07,3,Quality Issue
O005320,2023-01-06,2023-01-13,0,Quality Issue
O005321,2023-05-12,2023-05-20,2,Material Shortage
O005322,2023-03-31,2023-04-08,2,Quality Issue
O005323,2023-04-25,2023-04-26,4,Quality Issue
O005324,2023-02-26,2023-03-07,1,Material Shortage
O005325,2023-02-01,2023-02-11,0,None
O005326,2023-06-16,2023-06-17,2,None
O005327,2023-07-29,2023-08-02,0,Quality Issue
O005328,2023-02-02,2023-02-03,0,Machine Breakdown
O005329,2023-07-01,2023-07-10,4,Quality Issue
O005330,2023-08-01,2023-08-10,4,Quality Issue
O005331,2023-08-15,2023-08-16,3,Material Shortage
O005332,2023-05-15,2023-05-20,0,None
O005333,2023-05-20,2023-05-24,4,Material Shortage
O005334,2023-10-27,2023-10-29,2,Material Shortage
O005335,2023-01-07,2023-01-08,2,Machine Breakdown
O005336,2023-04-15,2023-04-22,1,Material Shortage
O005337,2023-06-03,2023-06-07,3,Quality Issue
O005338,2023-08-21,2023-08-23,0,Machine Breakdown
O005339,2023-05-08,2023-05-13,4,None
O005340,2023-05-19,2023-05-20,1,None
O005341,2023-09-07,2023-09-10,0,Machine Breakdown
O005342,2023-08-13,2023-08-22,0,None
O005343,2023-07-08,2023-07-18,2,Machine Breakdown
O005344,2023-02-03,2023-02-09,4,Quality Issue
O005345,2023-10-25,2023-10-26,4,Material Shortage
O005346,2023-11-06,2023-11-08,1,None
O005347,2023-04-23,2023-05-02,4,None
O005348,2023-01-18,2023-01-26,4,Machine Breakdown
O005349,2023-05-22,2023-05-25,4,Material Shortage
O005350,2024-01-04,2024-01-10,4,Material Shortage
O005351,2023-10-23,2023-10-24,1,Material Shortage
O005352,2023-12-26,2023-12-30,2,Quality Issue
O005353,2023-02-13,2023-02-16,4,Material Shortage
O005354,2023-05-13,2023-05-16,2,None
O005355,2023-03-31,2023-04-03,1,Machine Breakdown
O005356,2023-07-03,2023-07-11,3,None
O005357,2023-05-18,2023-05-27,0,Material Shortage
O005358,2023-01-05,2023-01-15,4,Quality Issue
O005359,2023-02-20,2023-03-01,0,None
O005360,2023-12-09,2023-12-15,0,None
O005361,2023-02-06,2023-02-08,3,Quality Issue
O005362,2023-09-25,2023-09-26,2,None
O005363,2023-05-14,2023-05-22,2,Material Shortage
O005364,2023-08-30,2023-09-02,4,None
O005365,2023-10-18,2023-10-24,3,Machine Breakdown
O005366,2023-12-10,2023-12-17,2,Quality Issue
O005367,2023-10-22,2023-10-29,3,Machine Breakdown
O005368,2023-08-02,2023-08-10,3,Machine Breakdown
O005369,2023-11-05,2023-11-09,0,Machine Breakdown
O005370,2023-04-30,2023-05-10,1,Material Shortage
O005371,2023-02-13,2023-02-21,1,Machine Breakdown
O005372,2023-10-27,2023-11-06,1,Quality Issue
O005373,2023-05-19,2023-05-22,1,Material Shortage
O005374,2023-12-04,2023-12-12,0,Material Shortage
O005375,2023-04-14,2023-04-23,4,Machine Breakdown
O005376,2023-06-05,2023-06-10,3,Machine Breakdown
O005377,2023-09-22,2023-09-24,2,Material Shortage
O005378,2023-12-01,2023-12-10,0,None
O005379,2023-05-30,2023-06-03,1,Material Shortage
O005380,2023-09-16,2023-09-22,1,Machine Breakdown
O005381,2024-01-01,2024-01-02,0,None
O005382,2023-01-15,2023-01-24,0,Material Shortage
O005383,2023-05-08,2023-05-17,2,None
O005384,2023-02-08,2023-02-17,2,Material Shortage
O005385,2023-05-18,2023-05-23,4,Material Shortage
O005386,2023-06-06,2023-06-12,2,Quality Issue
O005387,2023-06-08,2023-06-14,0,Quality Issue
O005388,2023-02-09,2023-02-15,1,None
O005389,2023-11-16,2023-11-20,4,Material Shortage
O005390,2023-11-05,2023-11-09,2,Material Shortage
O005391,2023-03-04,2023-03-08,2,None
O005392,2023-11-23,2023-11-24,4,None
O005393,2023-01-28,2023-01-30,0,Material Shortage
O005394,2023-01-21,2023-01-26,3,Material Shortage
O005395,2023-12-13,2023-12-22,3,Quality Issue
O005396,2023-08-27,2023-09-02,3,None
O005397,2023-01-22,2023-01-26,2,Material Shortage
O005398,2023-11-03,2023-11-04,4,Material Shortage
O005399,2023-10-20,2023-10-24,1,Machine Breakdown
O005400,2023-02-10,2023-02-13,4,None
O005401,2023-01-31,2023-02-09,2,None
O005402,2023-04-17,2023-04-27,1,None
O005403,2023-09-12,2023-09-19,1,None
O005404,2023-07-27,2023-08-04,2,Machine Breakdown
O005405,2023-02-20,2023-02-27,2,Machine Breakdown
O005406,2023-08-13,2023-08-18,0,Machine Breakdown
O005407,2023-01-06,2023-01-09,2,Quality Issue
O005408,2023-10-07,2023-10-11,3,Material Shortage
O005409,2023-09-19,2023-09-23,1,Machine Breakdown
O005410,2023-08-29,2023-09-05,2,Quality Issue
O005411,2023-12-26,2023-12-30,2,Quality Issue
O005412,2023-10-22,2023-10-28,0,None
O005413,2023-03-02,2023-03-07,1,None
O005414,2023-05-10,2023-05-15,3,None
O005415,2023-10-30,2023-10-31,4,Machine Breakdown
O005416,2023-06-05,2023-06-09,4,Machine Breakdown
O005417,2023-03-31,2023-04-10,4,Quality Issue
O005418,2023-11-23,2023-11-30,2,Machine Breakdown
O005419,2023-04-05,2023-04-10,0,Machine Breakdown
O005420,2023-11-23,2023-11-24,4,Machine Breakdown
O005421,2023-01-26,2023-02-02,2,Machine Breakdown
O005422,2023-07-20,2023-07-23,1,Material Shortage
O005423,2023-02-03,2023-02-12,4,Machine Breakdown
O005424,2023-05-06,2023-05-16,0,None
O005425,2023-09-11,2023-09-19,0,Material Shortage
O005426,2023-02-06,2023-02-16,1,Quality Issue
O005427,2023-09-09,2023-09-12,2,Quality Issue
O005428,2023-04-17,2023-04-24,2,Quality Issue
O005429,2023-09-21,2023-09-22,3,None
O005430,2023-11-30,2023-12-05,1,Machine Breakdown
O005431,2023-11-25,2023-12-04,4,Material Shortage
O005432,2023-06-20,2023-06-23,1,Machine Breakdown
O005433,2023-05-07,2023-05-17,3,Quality Issue
O005434,2023-06-28,2023-07-06,1,Quality Issue
O005435,2023-08-13,2023-08-18,1,Quality Issue
O005436,2023-02-18,2023-02-20,1,None
O005437,2023-08-21,2023-08-24,4,Material Shortage
O005438,2023-12-17,2023-12-26,4,Quality Issue
O005439,2023-06-29,2023-07-05,4,None
O005440,2023-05-02,2023-05-10,3,Machine Breakdown
O005441,2023-03-12,2023-03-19,1,None
O005442,2023-09-05,2023-09-07,1,Material Shortage
O005443,2023-06-09,2023-06-16,3,Material Shortage
O005444,2023-07-25,2023-07-29,2,None
O005445,2023-11-22,2023-11-29,0,Machine Breakdown
O005446,2023-07-29,2023-08-01,2,Machine Breakdown
O005447,2023-03-19,2023-03-21,1,None
O005448,2023-04-09,2023-04-11,1,None
O005449,2023-09-24,2023-10-03,1,Quality Issue
O005450,2023-08-19,2023-08-23,2,Quality Issue
O005451,2023-10-31,2023-11-09,4,Quality Issue
O005452,2023-05-21,2023-05-26,1,None
O005453,2023-10-02,2023-10-11,2,Machine Breakdown
O005454,2023-02-26,2023-03-08,0,Material Shortage
O005455,2023-04-16,2023-04-25,1,Quality Issue
O005456,2023-11-06,2023-11-07,1,None
O005457,2023-07-01,2023-07-04,2,Machine Breakdown
O005458,2023-04-06,2023-04-11,4,None
O005459,2023-09-25,2023-09-29,2,Machine Breakdown
O005460,2023-09-01,2023-09-05,0,None
O005461,2023-05-27,2023-06-03,3,Machine Breakdown
O005462,2023-07-18,2023-07-19,4,Quality Issue
O005463,2023-02-20,2023-03-01,3,Machine Breakdown
O005464,2023-05-15,2023-05-24,0,Material Shortage
O005465,2023-11-06,2023-11-10,2,Machine Breakdown
O005466,2023-07-22,2023-07-25,1,None
O005467,2023-07-29,2023-07-30,4,Material Shortage
O005468,2023-07-05,2023-07-12,1,Quality Issue
O005469,2023-08-09,2023-08-14,2,Material Shortage
O005470,2024-01-01,2024-01-03,0,Material Shortage
O005471,2023-07-08,2023-07-11,3,None
O005472,2023-02-10,2023-02-14,1,Quality Issue
O005473,2023-12-01,2023-12-07,3,Machine Breakdown
O005474,2023-08-15,2023-08-18,1,Material Shortage
O005475,2023-06-02,2023-06-07,1,Quality Issue
O005476,2023-01-15,2023-01-19,3,Material Shortage
O005477,2023-02-13,2023-02-19,0,Material Shortage
O005478,2024-01-01,2024-01-08,3,Material Shortage
O005479,2023-05-07,2023-05-15,1,Material Shortage
O005480,2023-12-03,2023-12-05,0,Machine Breakdown
O005481,2023-12-19,2023-12-26,4,Quality Issue
O005482,2023-01-31,2023-02-10,2,None
O005483,2023-04-18,2023-04-27,3,Machine Breakdown
O005484,2023-02-23,2023-03-01,1,Material Shortage
O005485,2023-10-23,2023-10-25,0,Machine Breakdown
O005486,2023-04-19,2023-04-28,2,Machine Breakdown
O005487,2023-05-31,2023-06-06,2,None
O005488,2023-04-18,2023-04-26,4,Machine Breakdown
O005489,2023-08-23,2023-08-30,3,None
O005490,2023-10-04,2023-10-10,2,None
O005491,2023-04-18,2023-04-22,0,None
O005492,2023-10-16,2023-10-24,2,Quality Issue
O005493,2023-12-10,2023-12-13,4,Material Shortage
O005494,2023-07-05,2023-07-10,4,None
O005495,2023-01-30,2023-02-05,0,Machine Breakdown
O005496,2023-07-23,2023-08-01,0,Material Shortage
O005497,2023-12-19,2023-12-23,0,Machine Breakdown
O005498,2023-03-13,2023-03-14,0,None
O005499,2023-04-28,2023-05-07,0,Material Shortage
O005500,2023-11-03,2023-11-11,4,Quality Issue
